Stats_file,UKB,LifeBrain,ConensusName,Consensus,LifebrainOnly
Intensity_Aseg,Mean.intensity.of.CC.Anterior..whole.brain.,CC_Anterior_intensity,Intensity_CC_Anterior_wb,1,1
Intensity_Aseg,Mean.intensity.of.Lateral.Ventricle..left.hemisphere.,Left.Lateral.Ventricle_intensity,Intensity_Lateral_Ventricle_lh,1,1
Intensity_Aseg,Mean.intensity.of.Inf.Lat.Vent..left.hemisphere.,Left.Inf.Lat.Vent_intensity,Intensity_Inf_Lat_Vent_lh,1,1
Intensity_Aseg,Mean.intensity.of.Cerebellum.White.Matter..left.hemisphere.,Left.Cerebellum.White.Matter_intensity,Intensity_Cerebellum_White_Matter_lh,1,1
Intensity_Aseg,Mean.intensity.of.Cerebellum.Cortex..left.hemisphere.,Left.Cerebellum.Cortex_intensity,Intensity_Cerebellum_Cortex_lh,1,1
Intensity_Aseg,Mean.intensity.of.Thalamus.Proper..left.hemisphere.,Left.Thalamus.Proper_intensity,Intensity_Thalamus_Proper_lh,1,1
Intensity_Aseg,Mean.intensity.of.Caudate..left.hemisphere.,Left.Caudate_intensity,Intensity_Caudate_lh,1,1
Intensity_Aseg,Mean.intensity.of.Putamen..left.hemisphere.,Left.Putamen_intensity,Intensity_Putamen_lh,1,1
Intensity_Aseg,Mean.intensity.of.Pallidum..left.hemisphere.,Left.Pallidum_intensity,Intensity_Pallidum_lh,1,1
Intensity_Aseg,Mean.intensity.of.Hippocampus..left.hemisphere.,Left.Hippocampus_intensity,Intensity_Hippocampus_lh,1,1
Intensity_Aseg,Mean.intensity.of.Amygdala..left.hemisphere.,Left.Amygdala_intensity,Intensity_Amygdala_lh,1,1
Intensity_Aseg,Mean.intensity.of.Accumbens.area..left.hemisphere.,Left.Accumbens.area_intensity,Intensity_Accumbens_area_lh,1,1
Intensity_Aseg,Mean.intensity.of.VentralDC..left.hemisphere.,Left.VentralDC_intensity,Intensity_VentralDC_lh,1,1
Intensity_Aseg,Mean.intensity.of.vessel..left.hemisphere.,Left.vessel_intensity,Intensity_vessel_lh,1,1
Intensity_Aseg,Mean.intensity.of.choroid.plexus..left.hemisphere.,Left.choroid.plexus_intensity,Intensity_choroid_plexus_lh,1,1
Intensity_Aseg,Mean.intensity.of.Lateral.Ventricle..right.hemisphere.,Right.Lateral.Ventricle_intensity,Intensity_Lateral_Ventricle_rh,1,1
Intensity_Aseg,Mean.intensity.of.Inf.Lat.Vent..right.hemisphere.,Right.Inf.Lat.Vent_intensity,Intensity_Inf_Lat_Vent_rh,1,1
Intensity_Aseg,Mean.intensity.of.Cerebellum.White.Matter..right.hemisphere.,Right.Cerebellum.White.Matter_intensity,Intensity_Cerebellum_White_Matter_rh,1,1
Intensity_Aseg,Mean.intensity.of.Cerebellum.Cortex..right.hemisphere.,Right.Cerebellum.Cortex_intensity,Intensity_Cerebellum_Cortex_rh,1,1
Intensity_Aseg,Mean.intensity.of.Thalamus.Proper..right.hemisphere.,Right.Thalamus.Proper_intensity,Intensity_Thalamus_Proper_rh,1,1
Intensity_Aseg,Mean.intensity.of.Caudate..right.hemisphere.,Right.Caudate_intensity,Intensity_Caudate_rh,1,1
Intensity_Aseg,Mean.intensity.of.Putamen..right.hemisphere.,Right.Putamen_intensity,Intensity_Putamen_rh,1,1
Intensity_Aseg,Mean.intensity.of.Pallidum..right.hemisphere.,Right.Pallidum_intensity,Intensity_Pallidum_rh,1,1
Intensity_Aseg,Mean.intensity.of.Hippocampus..right.hemisphere.,Right.Hippocampus_intensity,Intensity_Hippocampus_rh,1,1
Intensity_Aseg,Mean.intensity.of.Amygdala..right.hemisphere.,Right.Amygdala_intensity,Intensity_Amygdala_rh,1,1
Intensity_Aseg,Mean.intensity.of.Accumbens.area..right.hemisphere.,Right.Accumbens.area_intensity,Intensity_Accumbens_area_rh,1,1
Intensity_Aseg,Mean.intensity.of.VentralDC..right.hemisphere.,Right.VentralDC_intensity,Intensity_VentralDC_rh,1,1
Intensity_Aseg,Mean.intensity.of.vessel..right.hemisphere.,Right.vessel_intensity,Intensity_vessel_rh,1,1
Intensity_Aseg,Mean.intensity.of.choroid.plexus..right.hemisphere.,Right.choroid.plexus_intensity,Intensity_choroid_plexus_rh,1,1
Thickness_Aparc,Mean.thickness.of.GlobalMeanMean.thickness..left.hemisphere.,lh_MeanThickness_thickness_lh.thickness,Cth_GlobalMeanCth_lh,1,1
Thickness_Aparc,Mean.thickness.of.bankssts..left.hemisphere.,lh_bankssts_thickness_lh.thickness,Cth_bankssts_lh,1,1
Thickness_Aparc,Mean.thickness.of.caudalanteriorcingulate..left.hemisphere.,lh_caudalanteriorcingulate_thickness_lh.thickness,Cth_caudalanteriorcingulate_lh,1,1
Thickness_Aparc,Mean.thickness.of.caudalmiddlefrontal..left.hemisphere.,lh_caudalmiddlefrontal_thickness_lh.thickness,Cth_caudalmiddlefrontal_lh,1,1
Thickness_Aparc,Mean.thickness.of.cuneus..left.hemisphere.,lh_cuneus_thickness_lh.thickness,Cth_cuneus_lh,1,1
Thickness_Aparc,Mean.thickness.of.entorhinal..left.hemisphere.,lh_entorhinal_thickness_lh.thickness,Cth_entorhinal_lh,1,1
Thickness_Aparc,Mean.thickness.of.fusiform..left.hemisphere.,lh_fusiform_thickness_lh.thickness,Cth_fusiform_lh,1,1
Thickness_Aparc,Mean.thickness.of.inferiorparietal..left.hemisphere.,lh_inferiorparietal_thickness_lh.thickness,Cth_inferiorparietal_lh,1,1
Thickness_Aparc,Mean.thickness.of.inferiortemporal..left.hemisphere.,lh_inferiortemporal_thickness_lh.thickness,Cth_inferiortemporal_lh,1,1
Thickness_Aparc,Mean.thickness.of.isthmuscingulate..left.hemisphere.,lh_isthmuscingulate_thickness_lh.thickness,Cth_isthmuscingulate_lh,1,1
Thickness_Aparc,Mean.thickness.of.lateraloccipital..left.hemisphere.,lh_lateraloccipital_thickness_lh.thickness,Cth_lateraloccipital_lh,1,1
Thickness_Aparc,Mean.thickness.of.lateralorbitofrontal..left.hemisphere.,lh_lateralorbitofrontal_thickness_lh.thickness,Cth_lateralorbitofrontal_lh,1,1
Thickness_Aparc,Mean.thickness.of.lingual..left.hemisphere.,lh_lingual_thickness_lh.thickness,Cth_lingual_lh,1,1
Thickness_Aparc,Mean.thickness.of.medialorbitofrontal..left.hemisphere.,lh_medialorbitofrontal_thickness_lh.thickness,Cth_medialorbitofrontal_lh,1,1
Thickness_Aparc,Mean.thickness.of.middletemporal..left.hemisphere.,lh_middletemporal_thickness_lh.thickness,Cth_middletemporal_lh,1,1
Thickness_Aparc,Mean.thickness.of.parahippocampal..left.hemisphere.,lh_parahippocampal_thickness_lh.thickness,Cth_parahippocampal_lh,1,1
Thickness_Aparc,Mean.thickness.of.paracentral..left.hemisphere.,lh_paracentral_thickness_lh.thickness,Cth_paracentral_lh,1,1
Thickness_Aparc,Mean.thickness.of.parsopercularis..left.hemisphere.,lh_parsopercularis_thickness_lh.thickness,Cth_parsopercularis_lh,1,1
Thickness_Aparc,Mean.thickness.of.parsorbitalis..left.hemisphere.,lh_parsorbitalis_thickness_lh.thickness,Cth_parsorbitalis_lh,1,1
Thickness_Aparc,Mean.thickness.of.parstriangularis..left.hemisphere.,lh_parstriangularis_thickness_lh.thickness,Cth_parstriangularis_lh,1,1
Thickness_Aparc,Mean.thickness.of.pericalcarine..left.hemisphere.,lh_pericalcarine_thickness_lh.thickness,Cth_pericalcarine_lh,1,1
Thickness_Aparc,Mean.thickness.of.postcentral..left.hemisphere.,lh_postcentral_thickness_lh.thickness,Cth_postcentral_lh,1,1
Thickness_Aparc,Mean.thickness.of.posteriorcingulate..left.hemisphere.,lh_posteriorcingulate_thickness_lh.thickness,Cth_posteriorcingulate_lh,1,1
Thickness_Aparc,Mean.thickness.of.precentral..left.hemisphere.,lh_precentral_thickness_lh.thickness,Cth_precentral_lh,1,1
Thickness_Aparc,Mean.thickness.of.precuneus..left.hemisphere.,lh_precuneus_thickness_lh.thickness,Cth_precuneus_lh,1,1
Thickness_Aparc,Mean.thickness.of.rostralanteriorcingulate..left.hemisphere.,lh_rostralanteriorcingulate_thickness_lh.thickness,Cth_rostralanteriorcingulate_lh,1,1
Thickness_Aparc,Mean.thickness.of.rostralmiddlefrontal..left.hemisphere.,lh_rostralmiddlefrontal_thickness_lh.thickness,Cth_rostralmiddlefrontal_lh,1,1
Thickness_Aparc,Mean.thickness.of.superiorfrontal..left.hemisphere.,lh_superiorfrontal_thickness_lh.thickness,Cth_superiorfrontal_lh,1,1
Thickness_Aparc,Mean.thickness.of.superiorparietal..left.hemisphere.,lh_superiorparietal_thickness_lh.thickness,Cth_superiorparietal_lh,1,1
Thickness_Aparc,Mean.thickness.of.superiortemporal..left.hemisphere.,lh_superiortemporal_thickness_lh.thickness,Cth_superiortemporal_lh,1,1
Thickness_Aparc,Mean.thickness.of.supramarginal..left.hemisphere.,lh_supramarginal_thickness_lh.thickness,Cth_supramarginal_lh,1,1
Thickness_Aparc,Mean.thickness.of.frontalpole..left.hemisphere.,lh_frontalpole_thickness_lh.thickness,Cth_frontalpole_lh,1,1
Thickness_Aparc,NA,lh_temporalpole_thickness_lh.thickness,Cth_temporalpole_lh,0,1
Thickness_Aparc,Mean.thickness.of.transversetemporal..left.hemisphere.,lh_transversetemporal_thickness_lh.thickness,Cth_transversetemporal_lh,1,1
Thickness_Aparc,Mean.thickness.of.insula..left.hemisphere.,lh_insula_thickness_lh.thickness,Cth_insula_lh,1,1
Thickness_Aparc,Mean.thickness.of.GlobalMeanMean.thickness..right.hemisphere.,rh_MeanThickness_thickness_rh.thickness,Cth_GlobalMeanCth_rh,1,1
Thickness_Aparc,Mean.thickness.of.bankssts..right.hemisphere.,rh_bankssts_thickness_rh.thickness,Cth_bankssts_rh,1,1
Thickness_Aparc,Mean.thickness.of.caudalanteriorcingulate..right.hemisphere.,rh_caudalanteriorcingulate_thickness_rh.thickness,Cth_caudalanteriorcingulate_rh,1,1
Thickness_Aparc,Mean.thickness.of.caudalmiddlefrontal..right.hemisphere.,rh_caudalmiddlefrontal_thickness_rh.thickness,Cth_caudalmiddlefrontal_rh,1,1
Thickness_Aparc,Mean.thickness.of.cuneus..right.hemisphere.,rh_cuneus_thickness_rh.thickness,Cth_cuneus_rh,1,1
Thickness_Aparc,Mean.thickness.of.entorhinal..right.hemisphere.,rh_entorhinal_thickness_rh.thickness,Cth_entorhinal_rh,1,1
Thickness_Aparc,Mean.thickness.of.fusiform..right.hemisphere.,rh_fusiform_thickness_rh.thickness,Cth_fusiform_rh,1,1
Thickness_Aparc,Mean.thickness.of.inferiorparietal..right.hemisphere.,rh_inferiorparietal_thickness_rh.thickness,Cth_inferiorparietal_rh,1,1
Thickness_Aparc,Mean.thickness.of.inferiortemporal..right.hemisphere.,rh_inferiortemporal_thickness_rh.thickness,Cth_inferiortemporal_rh,1,1
Thickness_Aparc,Mean.thickness.of.isthmuscingulate..right.hemisphere.,rh_isthmuscingulate_thickness_rh.thickness,Cth_isthmuscingulate_rh,1,1
Thickness_Aparc,Mean.thickness.of.lateraloccipital..right.hemisphere.,rh_lateraloccipital_thickness_rh.thickness,Cth_lateraloccipital_rh,1,1
Thickness_Aparc,Mean.thickness.of.lateralorbitofrontal..right.hemisphere.,rh_lateralorbitofrontal_thickness_rh.thickness,Cth_lateralorbitofrontal_rh,1,1
Thickness_Aparc,Mean.thickness.of.lingual..right.hemisphere.,rh_lingual_thickness_rh.thickness,Cth_lingual_rh,1,1
Thickness_Aparc,Mean.thickness.of.medialorbitofrontal..right.hemisphere.,rh_medialorbitofrontal_thickness_rh.thickness,Cth_medialorbitofrontal_rh,1,1
Thickness_Aparc,Mean.thickness.of.middletemporal..right.hemisphere.,rh_middletemporal_thickness_rh.thickness,Cth_middletemporal_rh,1,1
Thickness_Aparc,Mean.thickness.of.parahippocampal..right.hemisphere.,rh_parahippocampal_thickness_rh.thickness,Cth_parahippocampal_rh,1,1
Thickness_Aparc,Mean.thickness.of.paracentral..right.hemisphere.,rh_paracentral_thickness_rh.thickness,Cth_paracentral_rh,1,1
Thickness_Aparc,Mean.thickness.of.parsopercularis..right.hemisphere.,rh_parsopercularis_thickness_rh.thickness,Cth_parsopercularis_rh,1,1
Thickness_Aparc,Mean.thickness.of.parsorbitalis..right.hemisphere.,rh_parsorbitalis_thickness_rh.thickness,Cth_parsorbitalis_rh,1,1
Thickness_Aparc,Mean.thickness.of.parstriangularis..right.hemisphere.,rh_parstriangularis_thickness_rh.thickness,Cth_parstriangularis_rh,1,1
Thickness_Aparc,Mean.thickness.of.pericalcarine..right.hemisphere.,rh_pericalcarine_thickness_rh.thickness,Cth_pericalcarine_rh,1,1
Thickness_Aparc,Mean.thickness.of.postcentral..right.hemisphere.,rh_postcentral_thickness_rh.thickness,Cth_postcentral_rh,1,1
Thickness_Aparc,Mean.thickness.of.posteriorcingulate..right.hemisphere.,rh_posteriorcingulate_thickness_rh.thickness,Cth_posteriorcingulate_rh,1,1
Thickness_Aparc,Mean.thickness.of.precentral..right.hemisphere.,rh_precentral_thickness_rh.thickness,Cth_precentral_rh,1,1
Thickness_Aparc,Mean.thickness.of.precuneus..right.hemisphere.,rh_precuneus_thickness_rh.thickness,Cth_precuneus_rh,1,1
Thickness_Aparc,Mean.thickness.of.rostralanteriorcingulate..right.hemisphere.,rh_rostralanteriorcingulate_thickness_rh.thickness,Cth_rostralanteriorcingulate_rh,1,1
Thickness_Aparc,Mean.thickness.of.rostralmiddlefrontal..right.hemisphere.,rh_rostralmiddlefrontal_thickness_rh.thickness,Cth_rostralmiddlefrontal_rh,1,1
Thickness_Aparc,Mean.thickness.of.superiorfrontal..right.hemisphere.,rh_superiorfrontal_thickness_rh.thickness,Cth_superiorfrontal_rh,1,1
Thickness_Aparc,Mean.thickness.of.superiorparietal..right.hemisphere.,rh_superiorparietal_thickness_rh.thickness,Cth_superiorparietal_rh,1,1
Thickness_Aparc,Mean.thickness.of.superiortemporal..right.hemisphere.,rh_superiortemporal_thickness_rh.thickness,Cth_superiortemporal_rh,1,1
Thickness_Aparc,Mean.thickness.of.supramarginal..right.hemisphere.,rh_supramarginal_thickness_rh.thickness,Cth_supramarginal_rh,1,1
Thickness_Aparc,Mean.thickness.of.frontalpole..right.hemisphere.,rh_frontalpole_thickness_rh.thickness,Cth_frontalpole_rh,1,1
Thickness_Aparc,NA,rh_temporalpole_thickness_rh.thickness,Cth_temporalpole_rh,0,1
Thickness_Aparc,Mean.thickness.of.transversetemporal..right.hemisphere.,rh_transversetemporal_thickness_rh.thickness,Cth_transversetemporal_rh,1,1
Thickness_Aparc,Mean.thickness.of.insula..right.hemisphere.,rh_insula_thickness_rh.thickness,Cth_insula_rh,1,1
GWC_Aparc,NA,unknown_lh.gwc,GWC_unknown_lh,0,0
GWC_Aparc,Grey.white.contrast.in.unknown..right.hemisphere.,unknown_rh.gwc,GWC_unknown_rh,0,0
GWC_Aparc,Grey.white.contrast.in.bankssts..left.hemisphere.,bankssts_lh.gwc,GWC_bankssts_lh,1,1
GWC_Aparc,Grey.white.contrast.in.caudalanteriorcingulate..left.hemisphere.,caudalanteriorcingulate_lh.gwc,GWC_caudalanteriorcingulate_lh,1,1
GWC_Aparc,Grey.white.contrast.in.caudalmiddlefrontal..left.hemisphere.,caudalmiddlefrontal_lh.gwc,GWC_caudalmiddlefrontal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.cuneus..left.hemisphere.,cuneus_lh.gwc,GWC_cuneus_lh,1,1
GWC_Aparc,Grey.white.contrast.in.entorhinal..left.hemisphere.,entorhinal_lh.gwc,GWC_entorhinal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.fusiform..left.hemisphere.,fusiform_lh.gwc,GWC_fusiform_lh,1,1
GWC_Aparc,Grey.white.contrast.in.inferiorparietal..left.hemisphere.,inferiorparietal_lh.gwc,GWC_inferiorparietal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.inferiortemporal..left.hemisphere.,inferiortemporal_lh.gwc,GWC_inferiortemporal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.isthmuscingulate..left.hemisphere.,isthmuscingulate_lh.gwc,GWC_isthmuscingulate_lh,1,1
GWC_Aparc,Grey.white.contrast.in.lateraloccipital..left.hemisphere.,lateraloccipital_lh.gwc,GWC_lateraloccipital_lh,1,1
GWC_Aparc,Grey.white.contrast.in.lateralorbitofrontal..left.hemisphere.,lateralorbitofrontal_lh.gwc,GWC_lateralorbitofrontal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.lingual..left.hemisphere.,lingual_lh.gwc,GWC_lingual_lh,1,1
GWC_Aparc,Grey.white.contrast.in.medialorbitofrontal..left.hemisphere.,medialorbitofrontal_lh.gwc,GWC_medialorbitofrontal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.middletemporal..left.hemisphere.,middletemporal_lh.gwc,GWC_middletemporal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.parahippocampal..left.hemisphere.,parahippocampal_lh.gwc,GWC_parahippocampal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.paracentral..left.hemisphere.,paracentral_lh.gwc,GWC_paracentral_lh,1,1
GWC_Aparc,Grey.white.contrast.in.parsopercularis..left.hemisphere.,parsopercularis_lh.gwc,GWC_parsopercularis_lh,1,1
GWC_Aparc,Grey.white.contrast.in.parsorbitalis..left.hemisphere.,parsorbitalis_lh.gwc,GWC_parsorbitalis_lh,1,1
GWC_Aparc,Grey.white.contrast.in.parstriangularis..left.hemisphere.,parstriangularis_lh.gwc,GWC_parstriangularis_lh,1,1
GWC_Aparc,Grey.white.contrast.in.pericalcarine..left.hemisphere.,pericalcarine_lh.gwc,GWC_pericalcarine_lh,1,1
GWC_Aparc,Grey.white.contrast.in.postcentral..left.hemisphere.,postcentral_lh.gwc,GWC_postcentral_lh,1,1
GWC_Aparc,Grey.white.contrast.in.posteriorcingulate..left.hemisphere.,posteriorcingulate_lh.gwc,GWC_posteriorcingulate_lh,1,1
GWC_Aparc,Grey.white.contrast.in.precentral..left.hemisphere.,precentral_lh.gwc,GWC_precentral_lh,1,1
GWC_Aparc,Grey.white.contrast.in.precuneus..left.hemisphere.,precuneus_lh.gwc,GWC_precuneus_lh,1,1
GWC_Aparc,Grey.white.contrast.in.rostralanteriorcingulate..left.hemisphere.,rostralanteriorcingulate_lh.gwc,GWC_rostralanteriorcingulate_lh,1,1
GWC_Aparc,Grey.white.contrast.in.rostralmiddlefrontal..left.hemisphere.,rostralmiddlefrontal_lh.gwc,GWC_rostralmiddlefrontal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.superiorfrontal..left.hemisphere.,superiorfrontal_lh.gwc,GWC_superiorfrontal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.superiorparietal..left.hemisphere.,superiorparietal_lh.gwc,GWC_superiorparietal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.superiortemporal..left.hemisphere.,superiortemporal_lh.gwc,GWC_superiortemporal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.supramarginal..left.hemisphere.,supramarginal_lh.gwc,GWC_supramarginal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.frontalpole..left.hemisphere.,frontalpole_lh.gwc,GWC_frontalpole_lh,1,1
GWC_Aparc,Grey.white.contrast.in.temporalpole..left.hemisphere.,temporalpole_lh.gwc,GWC_temporalpole_lh,1,1
GWC_Aparc,Grey.white.contrast.in.transversetemporal..left.hemisphere.,transversetemporal_lh.gwc,GWC_transversetemporal_lh,1,1
GWC_Aparc,Grey.white.contrast.in.insula..left.hemisphere.,insula_lh.gwc,GWC_insula_lh,1,1
GWC_Aparc,Grey.white.contrast.in.bankssts..right.hemisphere.,bankssts_rh.gwc,GWC_bankssts_rh,1,1
GWC_Aparc,Grey.white.contrast.in.caudalanteriorcingulate..right.hemisphere.,caudalanteriorcingulate_rh.gwc,GWC_caudalanteriorcingulate_rh,1,1
GWC_Aparc,Grey.white.contrast.in.caudalmiddlefrontal..right.hemisphere.,caudalmiddlefrontal_rh.gwc,GWC_caudalmiddlefrontal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.cuneus..right.hemisphere.,cuneus_rh.gwc,GWC_cuneus_rh,1,1
GWC_Aparc,Grey.white.contrast.in.entorhinal..right.hemisphere.,entorhinal_rh.gwc,GWC_entorhinal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.fusiform..right.hemisphere.,fusiform_rh.gwc,GWC_fusiform_rh,1,1
GWC_Aparc,Grey.white.contrast.in.inferiorparietal..right.hemisphere.,inferiorparietal_rh.gwc,GWC_inferiorparietal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.inferiortemporal..right.hemisphere.,inferiortemporal_rh.gwc,GWC_inferiortemporal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.isthmuscingulate..right.hemisphere.,isthmuscingulate_rh.gwc,GWC_isthmuscingulate_rh,1,1
GWC_Aparc,Grey.white.contrast.in.lateraloccipital..right.hemisphere.,lateraloccipital_rh.gwc,GWC_lateraloccipital_rh,1,1
GWC_Aparc,Grey.white.contrast.in.lateralorbitofrontal..right.hemisphere.,lateralorbitofrontal_rh.gwc,GWC_lateralorbitofrontal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.lingual..right.hemisphere.,lingual_rh.gwc,GWC_lingual_rh,1,1
GWC_Aparc,Grey.white.contrast.in.medialorbitofrontal..right.hemisphere.,medialorbitofrontal_rh.gwc,GWC_medialorbitofrontal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.middletemporal..right.hemisphere.,middletemporal_rh.gwc,GWC_middletemporal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.parahippocampal..right.hemisphere.,parahippocampal_rh.gwc,GWC_parahippocampal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.paracentral..right.hemisphere.,paracentral_rh.gwc,GWC_paracentral_rh,1,1
GWC_Aparc,Grey.white.contrast.in.parsopercularis..right.hemisphere.,parsopercularis_rh.gwc,GWC_parsopercularis_rh,1,1
GWC_Aparc,Grey.white.contrast.in.parsorbitalis..right.hemisphere.,parsorbitalis_rh.gwc,GWC_parsorbitalis_rh,1,1
GWC_Aparc,Grey.white.contrast.in.parstriangularis..right.hemisphere.,parstriangularis_rh.gwc,GWC_parstriangularis_rh,1,1
GWC_Aparc,Grey.white.contrast.in.pericalcarine..right.hemisphere.,pericalcarine_rh.gwc,GWC_pericalcarine_rh,1,1
GWC_Aparc,Grey.white.contrast.in.postcentral..right.hemisphere.,postcentral_rh.gwc,GWC_postcentral_rh,1,1
GWC_Aparc,Grey.white.contrast.in.posteriorcingulate..right.hemisphere.,posteriorcingulate_rh.gwc,GWC_posteriorcingulate_rh,1,1
GWC_Aparc,Grey.white.contrast.in.precentral..right.hemisphere.,precentral_rh.gwc,GWC_precentral_rh,1,1
GWC_Aparc,Grey.white.contrast.in.precuneus..right.hemisphere.,precuneus_rh.gwc,GWC_precuneus_rh,1,1
GWC_Aparc,Grey.white.contrast.in.rostralanteriorcingulate..right.hemisphere.,rostralanteriorcingulate_rh.gwc,GWC_rostralanteriorcingulate_rh,1,1
GWC_Aparc,Grey.white.contrast.in.rostralmiddlefrontal..right.hemisphere.,rostralmiddlefrontal_rh.gwc,GWC_rostralmiddlefrontal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.superiorfrontal..right.hemisphere.,superiorfrontal_rh.gwc,GWC_superiorfrontal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.superiorparietal..right.hemisphere.,superiorparietal_rh.gwc,GWC_superiorparietal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.superiortemporal..right.hemisphere.,superiortemporal_rh.gwc,GWC_superiortemporal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.supramarginal..right.hemisphere.,supramarginal_rh.gwc,GWC_supramarginal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.frontalpole..right.hemisphere.,frontalpole_rh.gwc,GWC_frontalpole_rh,1,1
GWC_Aparc,Grey.white.contrast.in.temporalpole..right.hemisphere.,temporalpole_rh.gwc,GWC_temporalpole_rh,1,1
GWC_Aparc,Grey.white.contrast.in.transversetemporal..right.hemisphere.,transversetemporal_rh.gwc,GWC_transversetemporal_rh,1,1
GWC_Aparc,Grey.white.contrast.in.insula..right.hemisphere.,insula_rh.gwc,GWC_insula_rh,1,1
Repeated_stats,NA,BrainSegVolNotVent_rh.volume,Vol_BrainSegVolNotVent_rh,0,0
Repeated_stats,NA,eTIV_rh.volume,Vol_eTIV_rh,0,0
Repeated_stats,NA,BrainSegVolNotVent_lh.volume,Vol_BrainSegVolNotVent_lh,0,0
Repeated_stats,NA,eTIV_lh.volume,Vol_eTIV_lh,0,0
Repeated_stats,NA,BrainSegVolNotVent_lh.thickness,Cth_BrainSegVolNotVent_lh,0,0
Repeated_stats,NA,eTIV_lh.thickness,Cth_eTIV_lh,0,0
Repeated_stats,NA,BrainSegVolNotVent_rh.thickness,Cth_BrainSegVolNotVent_rh,0,0
Repeated_stats,NA,eTIV_rh.thickness,Cth_eTIV_rh,0,0
Repeated_stats,NA,BrainSegVolNotVent_lh.area,Area_BrainSegVolNotVent_lh,0,0
Repeated_stats,NA,eTIV_lh.area,Area_eTIV_lh,0,0
Repeated_stats,NA,BrainSegVolNotVent_rh.area,Area_BrainSegVolNotVent_rh,0,0
Repeated_stats,NA,eTIV_rh.area,Area_eTIV_rh,0,0
